Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bangladesh,Price / Bangladesh,Compare At Price / Bangladesh,Included / International,Price / International,Compare At Price / International,Status
410cm-digimon-tailmon-plush-toy,"4""10cm Digimon Tailmon Plush Toy","4""10cm Digimon Tailmon Plush Toy Kawaii Digimon Adventure Tailmon Plush Toys Doll Soft Stuffed Toys Gift for Kids Children",DIGIMON,,TOYS,"digimon, egnition-sample-data, stuffed-toys, toys",true,Title,Default Title,,,,,TOY139,0.0,shopify,2,deny,manual,43.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/c67a583655208237acd890e440921d49.jpg?v=1676440899,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
digimon-adventure-patamon-plush-toy-cute-stuffed-animals-children-soft-dolls,Digimon Adventure Patamon Plush Toy Cute Stuffed Animals Children Soft Dolls,"Not only sot and beautiful but also strong decorative function. Very Simple &amp; Cute , Attacting. ",DIGIMON,,TOYS,"digimon, egnition-sample-data, stuffed-toys, toys",true,Title,Default Title,,,,,TOY138,0.0,shopify,14,deny,manual,26.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/ac791c55af4f9de72d729d55bfde231f.jpg?v=1676440897,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
digimon-plush-toys-digimon-adventure-yagami-taichi-agumon-plush-toy-doll,Digimon Plush Toys Digimon Adventure YAGAMI TAICHI Agumon Plush Toy Doll,Digimon Plush Toys Digimon Adventure YAGAMI TAICHI Agumon Plush Toy Doll Digital Monster Handmade Stuffed Toys,DIGIMON,,TOYS,"digimon, egnition-sample-data, stuffed-toys, toys",true,Title,Default Title,,,,,TOY137,0.0,shopify,16,deny,manual,24.00,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/d05c532f9b94484a51dd37222bbea4e2.jpg?v=1676440895,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
10inch-anime-cute-digital-monster-digimon-koromon-soft-plush-toy-doll-pillow,10inch Anime Cute Digital Monster Digimon Koromon Soft Plush Toy Doll Pillow,"Covered with soft and smooth plush, for comfortable touch. A great addition to child's alpaca collection. ",DIGIMON,,TOYS,"digimon, egnition-sample-data, stuffed-toys, toys",true,Material,r,,,,,TOY136,0.0,shopify,18,deny,manual,9.99,,true,true,"",https://cdn.shopify.com/s/files/1/0719/4732/1661/products/db3fd016e2307b39865de8a25d9dac03.jpg?v=1676440893,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/4732/1661/files/1681102468982.jpg?v=1702291286,kg,,,true,,,true,,,active
10inch-anime-cute-digital-monster-digimon-koromon-soft-plush-toy-doll-pillow,,,,,,,,,dd,,,,,TOY137,0.0,shopify,0,deny,manual,9.99,,true,true,"",https://cdn.shopify.com/s/files/1/0719/4732/1661/files/Screenshotfrom2023-12-1110-23-43.png?v=1702291264,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
10inch-anime-cute-digital-monster-digimon-koromon-soft-plush-toy-doll-pillow,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0719/4732/1661/files/1681102468982.jpg?v=1702291286,3,,,,,,,,,,,,,,,,,,,,,,,,,,
high-quality-1-piece-digimon-adventure-chibimon-plush-toy-big-size-soft-dolls-stuffed-animals,High Quality 1 Piece Digimon Adventure Chibimon Plush Toy Big Size Soft Dolls Stuffed Animals,"Not only sot and beautiful but also strong decorative function. Very Simple &amp; Cute , Attacting. ",DIGIMON,,TOYS,"digimon, egnition-sample-data, stuffed-toys, toys",true,Title,Default Title,,,,,TOY135,0.0,shopify,7,deny,manual,59.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/c88e8f7b2112f3615586bd5cd3def1bc.jpg?v=1676440891,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
cute-12cm-digimon-toys-adventure-agumon-patamon-funny-stuffed-gabumon-for-kids-dolls,Cute 12CM Digimon Toys Adventure Agumon Patamon Funny Stuffed Gabumon For Kids Dolls,Cute 12CM Digimon Toys Adventure Agumon Patamon Funny Stuffed Gabumon For Kids Dolls,DIGIMON,,TOYS,"digimon, egnition-sample-data, stuffed-toys, toys",true,Title,Default Title,,,,,TOY134,0.0,shopify,5,deny,manual,5.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/b0b687ecdd96d34a59069d2b46820f08.jpg?v=1676440888,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
anime-digimon-adventure-patamon-stuffed-toy-plush-toys,Anime Digimon Adventure Patamon Stuffed Toy Plush Toys,"Not only sot and beautiful but also strong decorative function. Very Simple &amp; Cute , Attacting. ",DIGIMON,,TOYS,"digimon, egnition-sample-data, stuffed-toys, toys",true,Title,Default Title,,,,,TOY133,0.0,shopify,18,deny,manual,58.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/dbd3fe46b7c6881fff4d14b020f9c004.jpg?v=1676440886,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
anime-digimons-digital-monster-tanemon-plush-toys,Anime Digimons Digital Monster Tanemon Plush Toys,"Not only sot and beautiful but also strong decorative function. Very Simple &amp; Cute , Attacting. ",DIGIMON,,TOYS,"digimon, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY132,0.0,shopify,11,deny,manual,57.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/1450f9bdea13c822ec386236d417d9d7.jpg?v=1676440883,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
big-size-33-cm-digimon-adventure-palmon-plush-toy-stuffed-animals-children-gift,Big Size 33 CM Digimon Adventure Palmon Plush Toy Stuffed Animals Children Gift,"Not only sot and beautiful but also strong decorative function. Very Simple &amp; Cute , Attacting. ",DIGIMON,,TOYS,"digimon, egnition-sample-data, stuffed-toys, toys",true,Title,Default Title,,,,,TOY131,0.0,shopify,5,deny,manual,57.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/57230c47f3e5fb052922c56ebe2c0226.jpg?v=1676440881,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ben-10-upgrade-basic-action-figure,Ben 10 Upgrade Basic Action Figure,Ben 10 Upgrade Basic Action Figure,BEN 10,,TOYS,"ben-10, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY130,0.0,shopify,9,deny,manual,63.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/af62bf308fce7ae13a10b4d8c46c2470.jpg?v=1676440879,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ben-10-omniverse-4-inch-action-figure-malware,Ben 10 Omniverse 4 Inch Action Figure Malware,Ben 10 Omniverse 4 Inch Action Figure Malware ,BEN 10,,TOYS,"ben-10, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY129,0.0,shopify,13,deny,manual,12.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/c49c8ea350a5c357c873364f8f92776e.jpg?v=1676440877,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ben-10-6-deluxe-power-up-figures-four-arms,"Ben 10 6"" Deluxe Power Up Figures - Four Arms","""Power Up"" Figures are interactive figures that allow you to give your alien a surging burst of energy!",BEN 10,,TOYS,"ben-10, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY128,0.0,shopify,13,deny,manual,18.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/d2b437858d472299fc9055824e4ab35f.jpg?v=1676440875,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ben-10-transforming-vehicle-with-figure-diamond-head-power-tank,Ben 10 Transforming Vehicle With Figure - Diamond Head Power Tank,"Tracking from Diamondhead's crystalline planet, Petropia, the Power Tank is diamond hard and composed of organic green crystals, just like it's inhabitants.",BEN 10,,TOYS,"ben-10, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY127,0.0,shopify,0,deny,manual,28.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/0d7bb72cc5cca44b5cceb1711779c96a.jpg?v=1676440873,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ben-10-6-deluxe-power-up-figures-cannonbolt,"Ben 10 6"" Deluxe Power Up Figures - Cannonbolt","""Power Up"" Figures are interactive figures that allow you to give your alien a surging burst of energy!",BEN 10,,TOYS,"ben-10, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY126,0.0,shopify,9,deny,manual,18.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/9b279e5f398d3eec85dea16f19561ec4.jpg?v=1676440870,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ben-10-transforming-vehicle-with-figure-heatblast-rocket-flyer,Ben 10 Transforming Vehicle With Figure - Heatblast Rocket Flyer,"lazing in from Heatblast's bright planet, Pyros, the Rocket Flyer is the perfect vehicle to navigate through the scorching hot air.",BEN 10,,TOYS,"ben-10, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY125,0.0,shopify,15,deny,manual,28.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/8a3bf927f82fea448d74ed6782286a3a.jpg?v=1676440868,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ben-10-transform-n-battle-diamond-head-set,Ben 10 Transform-N-Battle Diamond Head Set,The Heatblast Transform-N- Battle Gauntlet and Mask roleplay bundle allows you to become your favorite Ben 10 alien!,BEN 10,,TOYS,"ben-10, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY124,0.0,shopify,4,deny,manual,18.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/d5eb704d93529e5db8bfebf76057c578.jpg?v=1676440866,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ben-10-6-deluxe-power-up-figures-diamond-head,"Ben 10 6"" Deluxe Power Up Figures - Diamond Head","""Power Up"" Figures are interactive figures that allow you to give your alien a surging burst of energy!",BEN 10,,TOYS,"ben-10, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY123,0.0,shopify,2,deny,manual,18.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/28aac7a6544bbc1fe288e0c255d1e42d.jpg?v=1676440864,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ben10-style-projector-watch-worldwide,BEN10 style Projector Watch Worldwide,PlasticBEN 10 style projector watch Just inserts the card and press the side-button to see the image,BEN 10,,TOYS,"ben-10, egnition-sample-data, toys",true,Title,Default Title,,,,,TOY122,0.0,shopify,7,deny,manual,18.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/e5d0de0b64180ac106379a04a908852e.jpg?v=1676440862,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-blocks-hello-kitty-summer-convertible,Mega Blocks Hello Kitty Summer Convertible,Build the cutest kitty car ever and take a spin to the beach for a picnic on a fun buildable table. Don't forget to put up the umbrella!,HELLO KITTY,,TOYS,"egnition-sample-data, hello-kitty, mega-blocks, toys",true,Title,Default Title,,,,,TOY121,0.0,shopify,1,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/37960c0f91da59154f30625ca4e437da.jpg?v=1676440861,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
minecraft-hot-wheels-ghast-attack-track-playset,Minecraft Hot Wheels Ghast Attack Track Playset,"Defeat a Nether-dwelling Ghast by launching your Minecart and favorite Minecraft mini-figure up the loop. When the Ghast opens its mouth, move the launcher, aim your Minecart and mini-figure to enter and defeat the menacing mob!",HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY120,0.0,shopify,20,deny,manual,30.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/3477b87525c67f70f1bde35527e7a012.jpg?v=1676440859,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-speedtropolis-track-set,Hot Wheels Speedtropolis Track Set,Find big fun in the big city with this exciting play set. Kids will love imagining racing around a set that features multiple levels of push-around play.,HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY119,0.0,shopify,1,deny,manual,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/479b5ce7ba010171f1649b5e6cdd9533.jpg?v=1676440857,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-monster-jam-giant-grave-digger-truck,Hot Wheels Monster Jam Giant Grave Digger Truck,"Crush the competition with this awesome, authentic, licensed 15-inch long Hot Wheels Monster Jam Giant Grave Digger truck!",HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY118,0.0,shopify,5,deny,manual,24.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/be94828184b766ed5902cc5a2a388099.jpg?v=1676440855,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-speedy-pizza-track-set,Hot Wheels Speedy Pizza Track Set,These Hot Wheels mission-based push-around themed playsets includes a variety of environments and opportunities for imaginative storytelling.,HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY117,0.0,shopify,19,deny,manual,14.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/409bda8e8d75b7bc7317d754a6d3da93.jpg?v=1676440853,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
minecraft-hot-wheels-golem-toss-play-set,Minecraft Hot Wheels Golem Toss Play Set,Minecraft and Hot Wheels team up with an exciting assortment of one-of-a-kind track sets that resemble the wildly popular video game and include a pull back launcher and track.,HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY116,0.0,shopify,16,deny,manual,15.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/221f2b02aea9095027db96016fa0071b.jpg?v=1676440851,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
minecraft-hot-wheels-track-blocks-nether-fortress-play-set,Minecraft Hot Wheels Track Blocks Nether Fortress Play Set,"Minecraft and Hot Wheels connect for fast, fun adventures! With your trusty Minecart and almost any of your favorite Minecraft Mini-Figures explore the many worlds of Minecraft.",HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY115,0.0,shopify,20,deny,manual,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/87d6a797debc417db942dba902277051.jpg?v=1676440849,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
minecraft-hot-wheels-track-blocks-abandoned-mineshaft-play-set,Minecraft Hot Wheels Track Blocks Abandoned Mineshaft Play Set,"Minecraft and Hot Wheels connect for fast, fun adventures! With your trusty Minecart and almost any of your favorite Minecraft Mini-Figures explore the many worlds of Minecraft.",HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY114,0.0,shopify,19,deny,manual,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/44e54481c381298663f396059963b8fb.jpg?v=1676440847,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-darth-vader-play-case-set,Hot Wheels Star Wars Darth Vader Play Case Set,The ultimate Battle Rollers Play Case inspired by and modeled after the most iconic character in the Star Wars universe Darth Vader. ,HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY113,0.0,shopify,17,deny,manual,15.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/e55d0a8e38684c6eb424f96395032167.jpg?v=1676440845,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-rc-sky-shock-vehicle-race-design,Hot Wheels RC Sky Shock Vehicle - Race Design,Race without limits with the Hot Wheels RC Sky Shock transforming remote control flying race vehicle! This precision on-ground remote-controlled race vehicle hurtles down the track breaking records and leaving competition in the dust.,HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, rc-vehicle, toys",true,Title,Default Title,,,,,TOY112,0.0,shopify,19,deny,manual,64.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/4c9450fcacfb39bc6cc295c5a69081c7.jpg?v=1676440843,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-rc-sky-shock-vehicle-flame-design,Hot Wheels RC Sky Shock Vehicle - Flame Design,Race without limits with the Hot Wheels RC Sky Shock transforming remote control flying race vehicle! This precision on-ground remote-controlled race vehicle hurtles down the track breaking records and leaving competition in the dust.,HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, rc-vehicle, toys",true,Title,Default Title,,,,,TOY111,0.0,shopify,15,deny,manual,64.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/dcc0bac2113bb0d5295e6ec7d3efd486.jpg?v=1676440841,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-9-car-gift-pack,Hot Wheels 9 Car Gift Pack,"Here's a set to surprise and delight any car lover! Since 1968, Hot Wheels cars have thrilled the kids who grow up with them, and the adults who collect them.",HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY110,0.0,shopify,17,deny,manual,8.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/3aa31937a42458e3dc5785616bc0ec30.jpg?v=1676440839,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-sky-base-blast-track-set,Hot Wheels Sky-Base Blast Track Set,These Hot Wheels mission-based push-around themed playsets includes a variety of environments and opportunities for imaginative storytelling.,HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY109,0.0,shopify,11,deny,manual,14.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/b182ddcf9574fa3bc35e7a28de457ccf.jpg?v=1676440837,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-20-car-pack,Hot Wheels 20 Car Pack,"Start a Hot Wheels Collection! It's 20 times the Hot Wheels fun with 20 vehicles in one incredible pack! Collectors and car enthusiasts alike look upon these 1:64 scale die-cast vehicles with fondness and reverence, and kids will love joining the revved-up fun as well.",HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY108,0.0,shopify,20,deny,manual,21.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/e73ef48fd558004a5e452c8bde742c1a.jpg?v=1676440835,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-50-car-pack,Hot Wheels 50 Car Pack,"Ultimate Hot Wheels Starter Set Looking to start a collection of the world's greatest cars? Then this is definitely the set for you, with 50 Hot Wheels vehicles in one incredible pack!",HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY107,0.0,shopify,6,deny,manual,54.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/024a19e72a432a26a1087b28a58d3b8d_09685cb6-d65e-4468-884c-abc0df95b48d.jpg?v=1676440833,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-track-builder-multi-loop-box,Hot Wheels Track Builder Multi Loop Box,Its the ultimate stunting and storage solution done the Hot Wheels way! Kids can create an epic Track Builder world with this amazing box and impressive piece count.,HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY106,0.0,shopify,18,deny,manual,20.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/024a19e72a432a26a1087b28a58d3b8d.jpg?v=1676440831,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-monster-jam-el-toro-loco-showdown-play-set,Hot Wheels Monster Jam El Toro Loco Showdown Play Set,Enter the Monster Jam arena and confront the giant bull! Rev creativity and fuel imagination by launching the fan-favorite El Toro Loco Monster Jam truck and smashing through the container to hit the giant bull right in the nose!,HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY105,0.0,shopify,6,deny,manual,20.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/ed7a856f8c9850b961d2c1f8b2f83a79.jpg?v=1676440829,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-ai-intelligent-race-system,Hot Wheels Ai Intelligent Race System,Experience Hot Wheels racing like never before with the most immersive racing set to date! Hot Wheels A.i. uses computer enhanced Artificial Intelligence to help guide your car around the track.,HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY104,0.0,shopify,18,deny,manual,88.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/fb6d63d46c5e5cd1b57cac3e2f6f9bbe.jpg?v=1676440827,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-ai-overpass-bridge-pack-accessory,Hot Wheels Ai Overpass Bridge Pack Accessory,Experience Hot Wheel racing like never before with the most immersive racing set to date! Hot Wheels A.i. uses computer enhanced Artificial Intelligence to help guide your car around the track.,HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY103,0.0,shopify,16,deny,manual,20.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/1905edb5e014e4a6c0652f772363430c.jpg?v=1676440824,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-ai-mario-kart-mario-accessory,Hot Wheels Ai Mario Kart Mario Accessory,"Hot Wheels Ai brings your favorite racing video game to life with authentic sounds, voices and hazards from Nintendo's Mario Kart game! Experience the most immersive Hot Wheels system ever and customize your Smart Car with premium Mario and Yoshi car body shells and wheel covers.",HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY102,0.0,shopify,2,deny,manual,24.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/fd3ea30e7d3070e1c3ba0a074726e1a2.jpg?v=1676440822,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-ai-mario-kart-yoshi-accessory,Hot Wheels Ai Mario Kart Yoshi Accessory,"Hot Wheels Ai brings your favorite racing video game to life with authentic sounds, voices and hazards from Nintendo's Mario Kart game! Experience the most immersive Hot Wheels system ever and customize your Smart Car with premium Mario and Yoshi car body shells and wheel covers.",HOT WHEELS,,TOYS,"egnition-sample-data, hot-wheels, toys",true,Title,Default Title,,,,,TOY101,0.0,shopify,8,deny,manual,24.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/05d9aece3f18d0a7474efa71973e99fc.jpg?v=1676440820,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
tarmac-honda-civic-type-r-fk2-milano-red,Tarmac Honda Civic Type R FK2 Milano Red,Tarmac Honda Civic Type R FK2 Milano Red,TOYS R US,,TOYS,"egnition-sample-data, toys, toys-r-us",true,Title,Default Title,,,,,TOY100,0.0,shopify,1,deny,manual,18.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/abfde686f7a6033bea8dacf580745776.jpg?v=1676440818,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
animal-zone-stegosaurus,Animal Zone Stegosaurus,Animal Zone Stegosaurus,TOYS R US,,TOYS,"egnition-sample-data, toys, toys-r-us",true,Title,Default Title,,,,,TOY99,0.0,shopify,8,deny,manual,11.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/fb5b58f3868911f414f54aab5d00b604.jpg?v=1676440816,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
tarmac-works-x-greenlight-1-64-nissan-gtr-r-34-japan-police,Tarmac Works X Greenlight 1/64 Nissan GTR R 34 Japan police,Tarmac Works X Greenlight 1/64 Nissan GTR R 34 Japan police,TOYS R US,,TOYS,"egnition-sample-data, toys, toys-r-us",true,Title,Default Title,,,,,TOY98,0.0,shopify,18,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/b4324a68a647ddb3279fed3ce413de43.jpg?v=1676440813,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
animal-zone-foam-t-rex,Animal Zone Foam T-Rex,Animal Zone Foam T-Rex,TOYS R US,,TOYS,"egnition-sample-data, toys, toys-r-us",true,Title,Default Title,,,,,TOY97,0.0,shopify,20,deny,manual,11.25,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/b20e2bd10609cdfdf8c6239b96d609de.jpg?v=1676440811,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
tarmac-works-1-64-honda-civic-type-r-fk2-crystal-black-pearl,Tarmac Works 1/64 Honda Civic Type R FK2 Crystal Black Pearl,Tarmac Works 1/64 Honda Civic Type R FK2 Crystal Black Pearl,TOYS R US,,TOYS,"egnition-sample-data, toys, toys-r-us",true,Title,Default Title,,,,,TOY96,0.0,shopify,10,deny,manual,18.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/51d15988912bdbbbd62b3a3b718c111a.jpg?v=1676440809,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
pedal-r-c-eternal-warrior-air-knife-dual-mode-toy-car,Pedal R/C Eternal Warrior Air Knife Dual Mode Toy Car,Pedal R/C Eternal Warrior Air Knife Dual Mode Toy Car,TOYS R US,,TOYS,"egnition-sample-data, toys, toys-r-us",true,Title,Default Title,,,,,TOY95,0.0,shopify,11,deny,manual,14.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/b83b06147147608c94dd349852ec18c0.jpg?v=1676440807,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
tarmac-x-greenlight-nissan-gtr-r-35-falken,Tarmac x Greenlight Nissan GTR R 35 FALKEN,Tarmac x Greenlight Nissan GTR R 35 FALKEN,TOYS R US,,TOYS,"egnition-sample-data, toys-r-us",true,Title,Default Title,,,,,TOY94,0.0,shopify,8,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/eb4c1eaad9f13bce4c8885b6e0ad84e4.jpg?v=1676440806,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
true-heroes-army-playset-in-bucket,True Heroes Army Playset in Bucket,"Field two armies of plastic, 2"" army men, along with tanks and aircraft.",TOYS R US,,TOYS,"egnition-sample-data, toys, toys-r-us",true,Title,Default Title,,,,,TOY93,0.0,shopify,20,deny,manual,13.00,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/d23598f2a8545b8ec27fa6fb147f9681.jpg?v=1676440804,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
